Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
41378,8/31/2016 0:12,Second Class,4,2,Late delivery,1
40787,8/21/2016 9:09,Second Class,3,2,Shipping canceled,0
36711,6/21/2016 21:08,Second Class,2,2,Shipping on time,0
18659,10/5/2015 8:43,Second Class,5,2,Late delivery,1
18738,10/5/2015 12:24,Second Class,4,2,Late delivery,1
9903,5/29/2015 13:06,Second Class,4,2,Late delivery,1
3885,3/4/2015 16:44,Second Class,6,2,Late delivery,1
55724,3/29/2017 10:14,Second Class,5,2,Late delivery,1
3806,2/27/2015 13:03,Second Class,2,2,Shipping on time,0
1585,1/30/2015 2:56,Second Class,6,2,Late delivery,1
48307,12/9/2016 3:44,Second Class,3,2,Late delivery,1
25987,1/18/2016 8:03,Second Class,3,2,Late delivery,1
23942,12/19/2015 11:35,Second Class,3,2,Late delivery,1
48876,12/16/2016 11:05,Standard Class,2,4,Shipping canceled,0
41839,9/7/2016 17:42,Standard Class,5,4,Shipping canceled,0
49028,12/20/2016 16:20,Standard Class,4,4,Shipping on time,0
42866,9/19/2016 17:31,Standard Class,2,4,Advance shipping,0
43189,9/27/2016 10:40,Standard Class,5,4,Late delivery,1
44811,10/18/2016 2:56,Standard Class,2,4,Advance shipping,0
45375,10/30/2016 8:32,Standard Class,6,4,Late delivery,1
48527,12/12/2016 8:49,Standard Class,3,4,Advance shipping,0
42979,9/24/2016 9:06,Standard Class,5,4,Late delivery,1
47406,11/25/2016 0:04,Standard Class,2,4,Advance shipping,0
41643,9/3/2016 21:02,Standard Class,4,4,Shipping on time,0
43079,9/25/2016 20:08,Standard Class,5,4,Late delivery,1
45930,11/7/2016 10:58,Standard Class,6,4,Late delivery,1
49603,12/29/2016 1:47,Standard Class,4,4,Shipping on time,0
46312,11/10/2016 0:48,Standard Class,3,4,Advance shipping,0
46756,11/15/2016 12:21,Standard Class,2,4,Advance shipping,0
44569,10/17/2016 14:09,Standard Class,5,4,Late delivery,1
49213,12/23/2016 9:09,Standard Class,4,4,Shipping on time,0
45674,11/2/2016 17:17,Standard Class,5,4,Late delivery,1
44956,10/20/2016 5:44,Standard Class,2,4,Advance shipping,0
46310,11/13/2016 0:06,Standard Class,6,4,Late delivery,1
44052,10/8/2016 1:01,Standard Class,3,4,Advance shipping,0
69598,10/16/2017 22:55,Standard Class,4,4,Shipping canceled,0
10563,6/8/2015 4:20,Standard Class,4,4,Shipping canceled,0
11943,6/28/2015 7:48,Standard Class,4,4,Shipping canceled,0
61629,6/23/2017 15:02,Standard Class,5,4,Shipping canceled,0
18588,10/3/2015 7:51,Standard Class,4,4,Shipping canceled,0
17833,9/22/2015 7:20,Standard Class,4,4,Shipping canceled,0
11274,6/19/2015 13:26,Standard Class,5,4,Shipping canceled,0
16363,8/31/2015 20:20,Standard Class,4,4,Shipping canceled,0
11312,6/18/2015 2:44,Standard Class,3,4,Shipping canceled,0
14908,8/10/2015 14:35,Standard Class,4,4,Shipping canceled,0
14044,7/29/2015 23:53,Standard Class,5,4,Shipping canceled,0
17194,9/13/2015 23:28,Standard Class,5,4,Shipping canceled,0
69452,10/13/2017 19:46,Standard Class,3,4,Advance shipping,0
69560,10/18/2017 9:36,Standard Class,6,4,Late delivery,1
69591,10/14/2017 20:28,Standard Class,2,4,Advance shipping,0
69839,10/21/2017 11:21,Standard Class,5,4,Late delivery,1
69728,10/18/2017 20:28,Standard Class,4,4,Shipping on time,0
69674,10/19/2017 1:33,Standard Class,5,4,Late delivery,1
69670,10/20/2017 0:09,Standard Class,6,4,Late delivery,1
69453,10/14/2017 20:07,Standard Class,4,4,Shipping on time,0
70651,10/30/2017 7:50,Standard Class,2,4,Advance shipping,0
68577,10/1/2017 1:13,Standard Class,3,4,Advance shipping,0
68586,9/30/2017 4:22,Standard Class,2,4,Advance shipping,0
63111,7/12/2017 6:14,Standard Class,2,4,Advance shipping,0
67670,9/20/2017 19:27,Standard Class,6,4,Late delivery,1
70434,10/30/2017 3:49,Standard Class,5,4,Late delivery,1
19543,10/17/2015 6:25,Standard Class,4,4,Shipping on time,0
63172,7/14/2017 3:36,Standard Class,3,4,Advance shipping,0
69226,10/9/2017 12:36,Standard Class,2,4,Advance shipping,0
70361,10/26/2017 2:14,Standard Class,2,4,Advance shipping,0
19896,10/20/2015 10:06,Standard Class,2,4,Advance shipping,0
18052,9/24/2015 12:04,Standard Class,3,4,Advance shipping,0
13692,7/22/2015 20:34,Standard Class,3,4,Advance shipping,0
71180,11/11/2017 1:10,Standard Class,6,4,Late delivery,1
10572,6/7/2015 7:29,Standard Class,3,4,Advance shipping,0
70142,10/23/2017 21:30,Standard Class,3,4,Advance shipping,0
48117,12/6/2016 9:10,Standard Class,3,4,Advance shipping,0
70141,10/22/2017 21:09,Standard Class,2,4,Advance shipping,0
70319,10/28/2017 11:31,Standard Class,5,4,Late delivery,1
12606,7/6/2015 0:05,Standard Class,2,4,Advance shipping,0
10882,6/11/2015 20:05,Standard Class,3,4,Advance shipping,0
70461,10/27/2017 13:16,Standard Class,2,4,Advance shipping,0
70425,10/31/2017 0:39,Standard Class,6,4,Late delivery,1
62871,7/8/2017 18:09,Standard Class,2,4,Advance shipping,0
12593,7/7/2015 19:32,Standard Class,4,4,Shipping on time,0
66560,9/4/2017 14:34,Standard Class,6,4,Late delivery,1
61703,6/23/2017 16:57,Standard Class,4,4,Shipping on time,0
63668,7/22/2017 9:23,Standard Class,4,4,Shipping on time,0
63949,7/27/2017 11:49,Standard Class,5,4,Late delivery,1
20135,10/27/2015 21:50,Standard Class,6,4,Late delivery,1
70330,10/29/2017 15:22,Standard Class,6,4,Late delivery,1
13615,7/24/2015 17:35,Standard Class,6,4,Late delivery,1
70329,10/28/2017 15:01,Standard Class,5,4,Late delivery,1
12890,7/14/2015 3:35,Standard Class,6,4,Late delivery,1
64989,8/11/2017 16:11,Standard Class,5,4,Late delivery,1
71165,11/10/2017 19:55,Standard Class,6,4,Late delivery,1
64297,7/30/2017 13:45,Standard Class,3,4,Advance shipping,0
13712,7/23/2015 3:34,Standard Class,3,4,Advance shipping,0
47934,12/5/2016 17:03,Standard Class,5,4,Late delivery,1
11930,6/30/2015 3:15,Standard Class,6,4,Late delivery,1
14285,8/3/2015 12:19,Standard Class,6,4,Late delivery,1
66389,9/1/2017 2:40,Standard Class,5,4,Late delivery,1
12610,7/10/2015 1:29,Standard Class,6,4,Late delivery,1
62765,7/11/2017 5:01,Standard Class,6,4,Late delivery,1
15556,8/18/2015 1:36,Standard Class,2,4,Advance shipping,0
10349,6/6/2015 1:21,Standard Class,5,4,Late delivery,1
63901,7/23/2017 19:00,Standard Class,2,4,Advance shipping,0
67580,9/19/2017 11:56,Standard Class,6,4,Late delivery,1
66579,9/3/2017 21:14,Standard Class,5,4,Late delivery,1
15522,8/18/2015 13:41,Standard Class,3,4,Advance shipping,0
19330,10/16/2015 3:48,Standard Class,6,4,Late delivery,1
19185,10/14/2015 1:00,Standard Class,6,4,Late delivery,1
69159,10/11/2017 13:07,Standard Class,5,4,Late delivery,1
68924,10/8/2017 2:47,Standard Class,5,4,Late delivery,1
69122,10/9/2017 0:09,Standard Class,3,4,Advance shipping,0
71378,11/11/2017 22:32,Standard Class,4,4,Shipping on time,0
69613,10/17/2017 4:11,Standard Class,4,4,Shipping on time,0
70595,11/2/2017 12:13,Standard Class,6,4,Late delivery,1
69468,10/15/2017 1:23,Standard Class,4,4,Shipping on time,0
70807,11/2/2017 14:29,Standard Class,3,4,Advance shipping,0
70843,11/4/2017 3:06,Standard Class,4,4,Shipping on time,0
69498,10/15/2017 11:53,Standard Class,4,4,Shipping on time,0
71085,11/9/2017 15:53,Standard Class,6,4,Late delivery,1
71083,11/7/2017 15:11,Standard Class,4,4,Shipping on time,0
70654,11/2/2017 8:53,Standard Class,5,4,Late delivery,1
71044,11/8/2017 1:31,Standard Class,5,4,Late delivery,1
70706,10/31/2017 3:06,Standard Class,2,4,Advance shipping,0
67677,9/17/2017 21:55,Standard Class,3,4,Advance shipping,0
15423,8/18/2015 3:00,Standard Class,4,4,Shipping on time,0
15691,8/20/2015 0:54,Standard Class,2,4,Advance shipping,0
49087,12/20/2016 13:00,Standard Class,3,4,Advance shipping,0
11187,6/16/2015 6:57,Standard Class,3,4,Advance shipping,0
63743,7/23/2017 11:39,Standard Class,4,4,Shipping on time,0
64178,7/29/2017 20:03,Standard Class,4,4,Shipping on time,0
18146,9/24/2015 21:00,Standard Class,2,4,Advance shipping,0
17919,9/24/2015 13:28,Standard Class,5,4,Late delivery,1
64288,7/31/2017 10:35,Standard Class,4,4,Shipping on time,0
62735,7/10/2017 18:30,Standard Class,6,4,Late delivery,1
10665,6/11/2015 16:04,Standard Class,6,4,Late delivery,1
17394,9/16/2015 21:32,Standard Class,5,4,Late delivery,1
15026,8/10/2015 7:55,Standard Class,2,4,Advance shipping,0
17701,9/18/2015 9:05,Standard Class,2,4,Advance shipping,0
14816,8/7/2015 6:21,Standard Class,2,4,Advance shipping,0
69990,10/24/2017 16:15,Standard Class,6,4,Late delivery,1
16621,9/2/2015 14:43,Standard Class,2,4,Advance shipping,0
19159,10/12/2015 15:54,Standard Class,5,4,Late delivery,1
43500,10/2/2016 23:38,Standard Class,6,4,Late delivery,1
20127,10/24/2015 19:02,Standard Class,3,4,Advance shipping,0
16750,9/8/2015 11:55,Standard Class,6,4,Late delivery,1
13423,7/19/2015 22:19,Standard Class,4,4,Shipping on time,0
68120,9/27/2017 9:07,Standard Class,6,4,Late delivery,1
67706,9/17/2017 8:04,Standard Class,2,4,Advance shipping,0
11561,6/20/2015 17:58,Standard Class,2,4,Advance shipping,0
11493,6/21/2015 18:09,Standard Class,4,4,Shipping on time,0
46315,11/13/2016 1:51,Standard Class,6,4,Late delivery,1
13057,7/13/2015 14:05,Standard Class,3,4,Advance shipping,0
61851,6/23/2017 20:48,Standard Class,2,4,Advance shipping,0
12585,7/9/2015 16:44,Standard Class,6,4,Late delivery,1
11748,6/25/2015 11:29,Standard Class,4,4,Shipping on time,0
10710,6/12/2015 7:50,Standard Class,6,4,Late delivery,1
68518,10/1/2017 4:33,Standard Class,4,4,Shipping on time,0
67059,9/10/2017 21:24,Standard Class,5,4,Late delivery,1
63393,7/18/2017 9:02,Standard Class,4,4,Shipping on time,0
15788,8/23/2015 10:53,Standard Class,4,4,Shipping on time,0
14975,8/13/2015 14:03,Standard Class,6,4,Late delivery,1
68935,10/9/2017 6:39,Standard Class,6,4,Late delivery,1
69074,10/10/2017 7:20,Standard Class,5,4,Late delivery,1
69175,10/12/2017 18:44,Standard Class,6,4,Late delivery,1
69048,10/8/2017 22:14,Standard Class,4,4,Shipping on time,0
71568,11/14/2017 17:06,Standard Class,4,4,Shipping on time,0
71460,11/15/2017 3:16,Standard Class,6,4,Late delivery,1
71524,11/15/2017 1:41,Standard Class,5,4,Late delivery,1
70528,10/30/2017 12:44,Standard Class,4,4,Shipping canceled,0
16947,9/8/2015 8:56,Standard Class,3,4,Shipping canceled,0
70218,10/26/2017 0:08,Standard Class,4,4,Shipping canceled,0
66073,8/26/2017 11:57,Standard Class,4,4,Shipping canceled,0
44341,10/11/2016 6:16,Standard Class,2,4,Shipping canceled,0
14068,7/29/2015 8:17,Standard Class,4,4,Shipping canceled,0
67291,9/11/2017 6:41,Standard Class,2,4,Shipping canceled,0
17512,9/16/2015 14:53,Standard Class,3,4,Shipping canceled,0
11218,6/17/2015 17:48,Standard Class,4,4,Shipping canceled,0
65066,8/9/2017 19:10,Standard Class,2,4,Shipping canceled,0
62899,7/12/2017 3:58,Standard Class,5,4,Shipping canceled,0
15079,8/14/2015 2:29,Standard Class,5,4,Shipping canceled,0
19734,10/21/2015 1:20,Standard Class,5,4,Shipping canceled,0
19366,10/12/2015 16:25,Standard Class,2,4,Shipping canceled,0
15454,8/19/2015 13:52,Standard Class,5,4,Shipping canceled,0
10801,6/9/2015 15:43,Standard Class,2,4,Shipping canceled,0
6274,4/7/2015 13:42,Standard Class,5,4,Shipping canceled,0
53235,2/22/2017 2:14,Standard Class,6,4,Shipping canceled,0
9720,5/28/2015 20:59,Standard Class,6,4,Shipping canceled,0
10065,6/2/2015 21:52,Standard Class,6,4,Shipping canceled,0
4529,3/13/2015 2:21,Standard Class,5,4,Shipping canceled,0
55519,3/26/2017 10:25,Standard Class,5,4,Shipping canceled,0
6231,4/3/2015 22:38,Standard Class,2,4,Shipping canceled,0
1946,1/31/2015 9:25,Standard Class,2,4,Advance shipping,0
58404,5/7/2017 13:10,Standard Class,5,4,Late delivery,1
3251,2/19/2015 10:37,Standard Class,2,4,Advance shipping,0
60385,6/6/2017 11:12,Standard Class,6,4,Late delivery,1
7116,4/16/2015 20:42,Standard Class,2,4,Advance shipping,0
6369,4/8/2015 22:59,Standard Class,5,4,Late delivery,1
9455,5/25/2015 0:09,Standard Class,6,4,Late delivery,1
1368,1/24/2015 22:55,Standard Class,4,4,Shipping on time,0
9009,5/17/2015 11:54,Standard Class,5,4,Late delivery,1
6210,4/7/2015 15:17,Standard Class,6,4,Late delivery,1
9408,5/22/2015 7:41,Standard Class,4,4,Shipping on time,0
4217,3/6/2015 13:03,Standard Class,3,4,Advance shipping,0
61113,6/15/2017 2:15,Standard Class,4,4,Shipping on time,0
57376,4/19/2017 13:01,Standard Class,2,4,Advance shipping,0
8047,5/1/2015 10:52,Standard Class,3,4,Advance shipping,0
7979,5/2/2015 11:02,Standard Class,5,4,Late delivery,1
7704,4/28/2015 10:42,Standard Class,5,4,Late delivery,1
60413,6/4/2017 21:00,Standard Class,4,4,Shipping on time,0
4604,3/14/2015 4:38,Standard Class,5,4,Late delivery,1
54174,3/6/2017 19:12,Standard Class,5,4,Late delivery,1
572,1/12/2015 8:02,Standard Class,3,4,Advance shipping,0
51788,1/29/2017 23:17,Standard Class,4,4,Shipping on time,0
8713,5/12/2015 4:12,Standard Class,4,4,Shipping on time,0
59154,5/18/2017 11:55,Standard Class,5,4,Late delivery,1
57511,4/21/2017 12:18,Standard Class,2,4,Advance shipping,0
6415,4/10/2015 15:06,Standard Class,6,4,Late delivery,1
54538,3/11/2017 2:44,Standard Class,4,4,Shipping on time,0
2980,2/19/2015 11:40,Standard Class,6,4,Late delivery,1
58382,5/5/2017 5:27,Standard Class,3,4,Advance shipping,0
705,1/17/2015 6:38,Standard Class,6,4,Late delivery,1
2399,2/10/2015 0:07,Standard Class,5,4,Late delivery,1
59473,5/22/2017 3:41,Standard Class,4,4,Shipping on time,0
6462,4/8/2015 7:34,Standard Class,3,4,Advance shipping,0
4666,3/12/2015 2:21,Standard Class,2,4,Advance shipping,0
7713,4/27/2015 13:51,Standard Class,4,4,Shipping on time,0
6687,4/11/2015 14:24,Standard Class,3,4,Advance shipping,0
2298,2/7/2015 12:44,Standard Class,4,4,Shipping on time,0
60851,6/9/2017 6:27,Standard Class,2,4,Advance shipping,0
339,1/10/2015 22:24,Standard Class,5,4,Late delivery,1
5924,4/2/2015 11:05,Standard Class,5,4,Late delivery,1
55172,3/19/2017 8:51,Standard Class,3,4,Advance shipping,0
2504,2/11/2015 12:54,Standard Class,5,4,Late delivery,1
5866,3/29/2015 14:46,Standard Class,2,4,Advance shipping,0
57244,4/20/2017 14:46,Standard Class,5,4,Late delivery,1
8739,5/13/2015 13:18,Standard Class,5,4,Late delivery,1
51960,2/3/2017 11:33,Standard Class,6,4,Late delivery,1
7802,4/27/2015 21:02,Standard Class,3,4,Advance shipping,0
6030,4/5/2015 0:13,Standard Class,6,4,Late delivery,1
9315,5/22/2015 23:06,Standard Class,6,4,Late delivery,1
106,1/4/2015 12:47,Standard Class,2,4,Advance shipping,0
3239,2/22/2015 6:24,Standard Class,5,4,Late delivery,1
3723,2/28/2015 7:58,Standard Class,4,4,Shipping on time,0
60688,6/8/2017 21:21,Standard Class,4,4,Shipping on time,0
56828,4/13/2017 13:01,Standard Class,4,4,Shipping on time,0
60695,6/10/2017 23:48,Standard Class,6,4,Late delivery,1
53630,2/27/2017 20:37,Standard Class,6,4,Late delivery,1
7706,4/25/2015 11:24,Standard Class,2,4,Advance shipping,0
55346,3/20/2017 21:49,Standard Class,2,4,Advance shipping,0
58166,5/1/2017 1:47,Standard Class,2,4,Advance shipping,0
1347,1/23/2015 15:33,Standard Class,3,4,Advance shipping,0
8991,5/14/2015 5:35,Standard Class,2,4,Advance shipping,0
4748,3/15/2015 7:05,Standard Class,4,4,Shipping on time,0
9272,5/19/2015 8:02,Standard Class,3,4,Advance shipping,0
2845,2/17/2015 12:22,Standard Class,6,4,Late delivery,1
2731,2/11/2015 20:26,Standard Class,2,4,Advance shipping,0
6376,4/6/2015 1:26,Standard Class,2,4,Advance shipping,0
4036,3/2/2015 21:38,Standard Class,2,4,Advance shipping,0
6745,4/15/2015 10:43,Standard Class,6,4,Late delivery,1
4842,3/15/2015 16:01,Standard Class,3,4,Advance shipping,0
511,1/10/2015 10:40,Standard Class,2,4,Advance shipping,0
4526,3/10/2015 1:18,Standard Class,2,4,Advance shipping,0
1731,1/28/2015 6:05,Standard Class,2,4,Advance shipping,0
131,1/4/2015 21:32,Standard Class,2,4,Advance shipping,0
4127,3/5/2015 5:31,Standard Class,3,4,Advance shipping,0
4550,3/14/2015 9:43,Standard Class,6,4,Late delivery,1
53606,2/23/2017 12:13,Standard Class,2,4,Advance shipping,0
6991,4/15/2015 0:54,Standard Class,2,4,Advance shipping,0
5292,3/22/2015 5:40,Standard Class,3,4,Advance shipping,0
10231,6/1/2015 8:01,Standard Class,2,4,Advance shipping,0
1369,1/25/2015 23:16,Standard Class,5,4,Late delivery,1
115,1/8/2015 15:56,Standard Class,6,4,Late delivery,1
4297,3/7/2015 17:04,Standard Class,3,4,Advance shipping,0
7510,4/26/2015 14:44,Standard Class,6,4,Late delivery,1
6554,4/11/2015 15:48,Standard Class,5,4,Late delivery,1
6532,4/9/2015 8:06,Standard Class,3,4,Advance shipping,0
3834,3/2/2015 22:52,Standard Class,5,4,Late delivery,1
2449,2/10/2015 17:38,Standard Class,5,4,Late delivery,1
1685,1/31/2015 13:58,Standard Class,6,4,Shipping canceled,0
5110,3/22/2015 13:54,Standard Class,6,4,Shipping canceled,0
54019,3/4/2017 12:54,Standard Class,5,4,Shipping canceled,0
53731,2/25/2017 8:00,Standard Class,2,4,Shipping canceled,0
411,1/8/2015 23:38,Standard Class,2,4,Shipping canceled,0
9534,5/25/2015 3:50,Standard Class,5,4,Shipping canceled,0
5205,3/23/2015 23:11,Standard Class,6,4,Shipping canceled,0
74630,12/31/2017 9:51,Standard Class,6,4,Shipping canceled,0
75701,1/12/2018 1:04,Standard Class,2,4,Shipping canceled,0
21998,11/22/2015 2:31,Standard Class,4,4,Shipping canceled,0
22508,11/29/2015 13:12,Standard Class,4,4,Shipping canceled,0
73920,12/21/2017 1:07,Standard Class,6,4,Shipping canceled,0
21614,11/17/2015 11:59,Standard Class,5,4,Shipping canceled,0
71769,11/18/2017 15:31,Standard Class,5,4,Shipping canceled,0
28570,2/28/2016 0:59,Standard Class,6,4,Shipping canceled,0
74213,12/23/2017 7:46,Standard Class,4,4,Shipping canceled,0
74523,12/27/2017 20:22,Standard Class,4,4,Shipping on time,0
74605,12/31/2017 1:06,Standard Class,6,4,Late delivery,1
73000,12/7/2017 14:48,Standard Class,6,4,Late delivery,1
75282,1/6/2018 22:17,Standard Class,3,4,Advance shipping,0
75225,1/9/2018 2:19,Standard Class,6,4,Late delivery,1
25070,1/7/2016 22:47,Standard Class,6,4,Late delivery,1
23144,12/9/2015 20:01,Standard Class,5,4,Late delivery,1
29039,3/4/2016 21:18,Standard Class,5,4,Late delivery,1
48383,12/11/2016 6:22,Standard Class,4,4,Shipping on time,0
25625,1/16/2016 1:13,Standard Class,6,4,Late delivery,1
30786,3/27/2016 9:21,Standard Class,2,4,Advance shipping,0
26541,1/25/2016 10:08,Standard Class,2,4,Advance shipping,0
22358,11/27/2015 8:39,Standard Class,4,4,Shipping on time,0
20691,11/1/2015 0:37,Standard Class,2,4,Advance shipping,0
76868,1/31/2018 1:56,Standard Class,4,4,Shipping on time,0
22912,12/4/2015 10:44,Standard Class,3,4,Advance shipping,0
76939,2/2/2018 2:48,Standard Class,5,4,Late delivery,1
48294,12/10/2016 23:11,Standard Class,5,4,Late delivery,1
31158,4/3/2016 19:41,Standard Class,4,4,Shipping on time,0
22003,11/22/2015 4:16,Standard Class,4,4,Shipping on time,0
25572,1/12/2016 6:39,Standard Class,3,4,Advance shipping,0
29498,3/10/2016 14:06,Standard Class,4,4,Shipping on time,0
47348,11/26/2016 3:45,Standard Class,4,4,Shipping on time,0
74824,1/2/2018 5:49,Standard Class,5,4,Late delivery,1
25334,1/10/2016 19:16,Standard Class,5,4,Late delivery,1
72401,11/24/2017 20:56,Standard Class,2,4,Advance shipping,0
22891,12/3/2015 3:23,Standard Class,2,4,Advance shipping,0
24085,12/24/2015 13:41,Standard Class,6,4,Late delivery,1
25145,1/9/2016 1:03,Standard Class,6,4,Late delivery,1
46398,11/12/2016 6:56,Standard Class,4,4,Shipping on time,0
21744,11/19/2015 9:32,Standard Class,5,4,Late delivery,1
28269,2/22/2016 15:32,Standard Class,5,4,Late delivery,1
29779,3/15/2016 16:33,Standard Class,5,4,Late delivery,1
24629,12/31/2015 12:17,Standard Class,5,4,Late delivery,1
25908,1/18/2016 4:22,Standard Class,4,4,Shipping on time,0
46391,11/10/2016 4:29,Standard Class,2,4,Advance shipping,0
72084,11/23/2017 5:53,Standard Class,5,4,Late delivery,1
71831,11/16/2017 13:14,Standard Class,2,4,Advance shipping,0
71755,11/19/2017 10:37,Standard Class,6,4,Late delivery,1
42286,9/11/2016 6:19,Standard Class,2,4,Advance shipping,0
43101,9/23/2016 3:50,Standard Class,2,4,Advance shipping,0
21026,11/5/2015 21:59,Standard Class,2,4,Advance shipping,0
25081,1/4/2016 2:38,Standard Class,2,4,Advance shipping,0
23480,12/15/2015 17:44,Standard Class,6,4,Late delivery,1
20771,11/2/2015 4:39,Standard Class,2,4,Advance shipping,0
29704,3/14/2016 14:17,Standard Class,5,4,Late delivery,1
22476,11/27/2015 1:59,Standard Class,2,4,Advance shipping,0
43897,10/5/2016 18:43,Standard Class,3,4,Advance shipping,0
72689,12/2/2017 1:50,Standard Class,5,4,Late delivery,1
73548,12/13/2017 14:47,Standard Class,4,4,Shipping on time,0
72687,11/30/2017 1:08,Standard Class,3,4,Advance shipping,0
72686,11/29/2017 0:47,Standard Class,2,4,Advance shipping,0
76740,1/31/2018 5:05,Standard Class,6,4,Late delivery,1
72806,11/30/2017 18:50,Standard Class,2,4,Advance shipping,0
72644,12/1/2017 10:04,Standard Class,5,4,Late delivery,1
76372,1/22/2018 20:09,Standard Class,3,4,Advance shipping,0
73589,12/15/2017 5:09,Standard Class,5,4,Late delivery,1
73696,12/13/2017 18:38,Standard Class,2,4,Advance shipping,0
76297,1/21/2018 17:53,Standard Class,3,4,Advance shipping,0
